Company,ISIN,Market,Compartment,Country,Ticker,industry,sector,overallRisk,beta,dividendYield,fiveYearAvgDividendYield,trailingPE,forwardPE,regularMarketVolume,marketCap,currency,enterpriseValue,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingMargins
SEMCO TECHNOLOGIES,FR0014010H01,Euronext Growth Paris,Euronext Growth,France,ALSEM.PA,Semiconductor Equipment & Materials,Technology,,,,,51.617645,28.079773,6905.0,360360000.0,EUR,333454656.0,0.21191,1.461,24.024641,0.68,1.25001,9820000.0,0.956,3448000.0,31447000.0,31.447,0.15642,0.41621,17731000.0,0.37355
SENSORION,FR0012596468,Euronext Growth Paris,Euronext Growth,France,ALSEN.PA,Biotechnology,Healthcare,,0.553,,,,-7.2,2753026.0,157477680.0,EUR,40030488.0,0.0,0.19,1.6105263,-0.09,-0.0425,57064000.0,0.19,1549000.0,5648000.0,0.019,-0.21511999,-0.39995998,5648000.0,-7.2247496
SENTIA,NO0013573014,Oslo Bors,Compartment B,Norway,SNTIA.OL,Engineering & Construction,Industrials,,,16.19,,15.36062,12.965453,131746.0,6972670464.0,NOK,2696029440.0,0.04764,16.878,4.113639,4.52,5.355,4322999808.0,43.046,197000000.0,11797999616.0,119.936,0.05257,0.32657,2587000064.0,0.0591
SENUS PLC,IE000O0F49R3,Euronext Dublin,Euronext Access ,Ireland,SENUS.IR,Software - Infrastructure,Technology,,,,,,,1000.0,,EUR,,0.0,,,-0.23,,,,,,,,,,0.0
SEQUA PETROLEUM NV,NL0010623518,Euronext Access Paris,Euronext Access,Netherlands,MLSEQ.PA,Oil & Gas E&P,Energy,,-0.079,,,,,76005.0,4304999.0,EUR,-17889000.0,0.0,0.002531838,1.7773649,-0.0,,22194000.0,0.023,0.0,,,-0.27487,-0.65466005,,0.0
SEQUANA MEDICAL,BE0974340722,Euronext Brussels,Compartment C,Belgium,SEQUA.BR,Medical Devices,Healthcare,,-0.636,,,,-4.8347826,125875.0,41437532.0,EUR,65896372.0,0.0,-0.685,-0.8116788,-1.23,-0.115,7314320.0,0.128,41402168.0,0.0,0.0,-0.88404,,-355.0,0.0
SERGEFERRARI GROUP,FR0011950682,Euronext Paris,Compartment C,France,SEFER.PA,Building Products & Equipment,Industrials,,1.293,,1.05,76.181816,10.084357,7527.0,95736272.0,EUR,236681072.0,0.00217,9.536,0.8787752,0.11,0.83099,20046000.0,1.755,149208992.0,340463008.0,30.912,0.02554,0.02217,162311008.0,0.08562
SERI INDUSTRIAL,IT0005283640,Euronext Milan,Compartment B,Italy,IT0005283640.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
SESA,IT0004729759,Euronext Milan,Compartment A,Italy,SES.MI,Information Technology Services,Technology,8,1.111,1.25,2.14,18.97647,10.48665,25005.0,1217512192.0,EUR,1411110144.0,0.01925,28.655,2.8145175,4.25,7.69073,464096000.0,30.534,583068992.0,3420641024.0,223.106,0.038680002,0.14956,233324992.0,0.03455
SG COMPANY,IT0005337172,Euronext Growth Milan,Euronext Growth,Italy,SGC.MI,Specialty Business Services,Industrials,,0.415,,,,4.5882354,750.0,8575649.0,EUR,20022174.0,-0.00456,0.125,1.872,-0.01,0.051,2147779.0,0.075,13773228.0,41040840.0,1.432,0.010779999,0.09493,6582473.0,0.031089999
SHOWROOMPRIVE,FR0013006558,Euronext Paris,Compartment C,France,SRP.PA,Internet Retail,Consumer Cyclical,8,0.915,,,,-3.9777777,63593.0,82256880.0,EUR,,-0.061389998,1.577,0.45402664,-0.15,-0.18,46043000.0,,36777000.0,646456000.0,,-0.02084,-0.21709,238024992.0,-0.02157
SIAV,IT0005504128,Euronext Growth Milan,Euronext Growth,Italy,SIAV.MI,Software - Application,Technology,,0.848,,,,8.216216,10000.0,27242164.0,EUR,44789984.0,-0.017380001,0.982,3.095723,-0.07,0.37,1540098.0,0.172,19115320.0,34590840.0,3.888,0.01179,-0.06582,6554426.0,0.05386
SICILY BY CAR,IT0005556581,Euronext Growth Milan,Euronext Growth,Italy,SBC.MI,Rental & Leasing Services,Industrials,,0.44,3.09,,,9.657127,20760.0,108568920.0,EUR,210032448.0,-0.01777,3.921,0.8339709,-0.08,0.33861,65814608.0,2.025,169570528.0,143985184.0,4.429,-0.0075700004,-0.02004,49605464.0,-0.22072001
SIDETRADE,FR0010202606,Euronext Growth Paris,Euronext Growth,France,ALBFR.PA,Software - Application,Technology,,0.502,,2.51,21.133093,19.616028,13695.0,165880272.0,EUR,145846512.0,0.14132,30.367,3.8693318,5.56,5.99,27153552.0,19.235,6776892.0,59635480.0,42.245,0.07192,0.21608,7030335.0,0.15772
SIF HOLDING,NL0011660485,Euronext Amsterdam,Compartment B,Netherlands,SIFG.AS,Metal Fabrication,Industrials,3,0.856,,,,37.25,24476.0,222670160.0,EUR,392261152.0,-0.07052,7.044,1.0576377,-1.16,0.2,82466000.0,2.759,250016992.0,456224992.0,17.263,-0.03243,-0.13924,67578000.0,-0.105
SIGNAUX GIROD,FR0000060790,Euronext Growth Paris,Euronext Growth,France,ALGIR.PA,Railroads,Industrials,,0.432,9.04,6.93,22.770271,,302.0,16637353.0,EUR,18294422.0,0.00751,54.221,0.3107652,0.74,,17141000.0,17.315,18753000.0,101672000.0,102.706,0.02408,0.014090001,31337000.0,0.0759
SIMONE,IT0005573123,Euronext Growth Milan,Euronext Growth,Italy,SMN.MI,Publishing,Communication Services,,-0.365,0.83,,Infinity,,11000.0,9201250.0,EUR,10586312.0,0.00052,1.86,0.672043,0.0,,6064691.0,0.809,7136679.0,14542783.0,1.939,-0.02025,0.00418,5036231.0,-0.100509994
SIPEF,BE0003898187,Euronext Brussels,Compartment B,Belgium,SIP.BR,Farm Products,Consumer Defensive,,0.232,4.91,2.25,8.608094,10.463205,3770.0,908389568.0,EUR,865058112.0,0.21992001,81.2087,1.0737765,10.13,8.333966,93373000.0,8.971,5010000.0,570432000.0,54.778,0.10045,0.13362001,250735008.0,0.32965
SIRIUS MEDIA,FR0010812230,Euronext Growth Paris,Euronext Growth,France,FR0010812230.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
SIT,IT0005262149,Euronext Milan,Compartment C,Italy,SIT.MI,Specialty Industrial Machinery,Industrials,,1.214,,3.67,,6.7027025,9404.0,60694024.0,EUR,207033760.0,-0.06987,4.105,0.6041413,-1.08,0.37,14599000.0,0.597,159562000.0,314707008.0,12.859,0.00503,-0.19131,113088000.0,0.06315
SKANDIA GREENPOWER AS,NO0010931207,Euronext Growth Oslo,Euronext Growth,Norway,SKAND.OL,Utilities - Renewable,Utilities,,1.506,1.29,,13.250001,,2000.0,189950128.0,NOK,152114832.0,0.030650001,0.803,1.9800749,0.12,,39116000.0,0.325,0.0,494787520.0,2.543,0.042630002,0.16160999,57285336.0,0.007900001
SKUE SPAREBANK,NO0006001809,Oslo Bors,Compartment C,Norway,SKUE.OL,Banks - Regional,Financial Services,,0.098,6.38,5.24,15.716209,10.504202,1112.0,2020854144.0,NOK,2602802944.0,0.43348998,664.947,0.5263577,22.27,33.32,4167350016.0,721.155,4753379840.0,697934976.0,120.777,0.0119,0.08494,697934976.0,0.4768
Sligro Food Group N.V.,NL0000817179,Euronext Amsterdam,Compartment B,Netherlands,SLIGR.AS,Food Distribution,Consumer Defensive,,1.135,3.54,4.85,20.852942,10.241299,100364.0,626561984.0,EUR,724843136.0,0.01124,22.162,0.6398339,0.68,1.38459,94000000.0,4.358,513000000.0,2668000000.0,60.475,0.02249,0.06322,787000000.0,0.03374
SMALTO,FR0011131788,Euronext Access Paris,Euronext Access,France,MLSML.PA,Apparel Manufacturing,Consumer Cyclical,,-0.348,,,,,100000.0,625996.0,EUR,24746960.0,1.51842,1.448,0.019682322,-0.54,,194000.0,0.013,24507000.0,1751625.0,0.115,-0.00252,0.21907,330755.0,-0.019650001
SMART CAPITAL,IT0005621070,Euronext Growth Milan,Euronext Growth,Italy,SMCAP.MI,Asset Management,Financial Services,,,,,54.0,,3226.0,51603720.0,EUR,68212400.0,0.69393,1.316,1.231003,0.03,,1296009.0,0.044,4344719.0,1387201.0,0.047,-0.012999999,0.02368,44497.0,-0.81311995
SMARTCRAFT ASA,NO0011008971,Oslo Bors,Compartment B,Norway,SMCRT.OL,Software - Application,Technology,,0.39,,,34.019608,17.886599,22847.0,2855387904.0,NOK,2748349696.0,0.15248,5.864,2.9587314,0.51,0.97,144720000.0,0.878,28248000.0,558928000.0,3.367,0.05224,0.089549996,287881984.0,0.16268998
SMARTOPTICS GROUP ASA,NO0011012502,Oslo Bors,Compartment B,Norway,SMOP.OL,Communication Equipment,Technology,,,2.02,,80.24999,48.18806,371470.0,3147260928.0,NOK,3146463232.0,0.07435,2.7216582,11.79428,0.4,0.6661401,1660000.0,0.017,862000.0,46147648.0,0.568,,,18256196.0,0.12158
SMCP,FR0013214145,Euronext Paris,Compartment B,France,SMCP.PA,Apparel Retail,Consumer Cyclical,3,0.994,,,31.300001,9.4141,87681.0,488992416.0,EUR,1089903744.0,0.0123000005,14.923,0.4194867,0.2,0.66496,43700000.0,0.559,644200000.0,1227500032.0,15.99,0.010930001,0.012999999,774800000.0,0.067880005
SMTPC,FR0004016699,Euronext Growth Paris,Euronext Growth,France,FR0004016699.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
SOC FRANC CASINOS,FR0010209809,Euronext Paris,Compartment C,France,SFCA.PA,Resorts & Casinos,Consumer Cyclical,,0.48,,,9.25,,510.0,9421070.0,EUR,8341747.0,0.07312,2.586,0.71539056,0.2,,5257000.0,1.032,4631000.0,13745000.0,2.699,0.03979,0.08302,7851000.0,0.10023
SOCIETA' EDITORIALE IL FATTO,IT0005353484,Euronext Growth Milan,Euronext Growth,Italy,SEIF.MI,Publishing,Communication Services,,0.488,,,,13.0,6000.0,5867450.0,EUR,10471848.0,-0.062340003,-0.24,-1.0833334,-0.1,0.02,334579.0,0.015,4984111.0,35210384.0,1.56,-0.059380002,,4986087.0,-0.07036
SODITECH ING.,FR0000078321,Euronext Paris,Compartment C,France,SEC.PA,Engineering & Construction,Industrials,,0.316,,,18.484848,,7691.0,13878939.0,EUR,13815631.0,0.091029994,1.43,4.265734,0.33,,354169.0,0.156,973437.0,8380679.0,3.683,0.0349,0.26946,743392.0,0.073460005
SOFTIMAT,BE0003773877,Euronext Growth Brussels,Euronext Growth,Belgium,SOFT.BR,Real Estate Services,Real Estate,,-0.046,36.23,18.68,2.5555553,,24.0,2541370.0,EUR,2499370.0,-0.60298,1.884,0.36624205,0.27,,186000.0,0.051,144000.0,738000.0,0.196,-0.04316,-0.06178,223000.0,-0.68324995
SOFTLAB,IT0001469953,Euronext Milan,Compartment C,Italy,SFT.MI,Telecom Services,Communication Services,,0.513,,,40.666668,,2154.0,16414446.0,EUR,16623718.0,0.01679,0.713,1.71108,0.03,,1484000.0,0.11,1626000.0,31866000.0,2.381,0.02082,0.04814,14835000.0,0.041539997
SOFTOX SOLUTIONS,NO0010811961,Euronext Growth Oslo,Euronext Growth,Norway,NO0010811961.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
SOGECLAIR,FR0000065864,Euronext Growth Paris,Euronext Growth,France,ALSOG.PA,Aerospace & Defense,Industrials,,0.857,3.22,4.4,18.363636,13.867277,1910.0,92581888.0,EUR,118222408.0,0.03174,14.83,2.0431557,1.65,2.185,15884000.0,5.198,27738000.0,158488000.0,51.902,0.040209997,0.107370004,93762000.0,0.01808
SOGEFI,IT0000076536,Euronext Milan,Compartment B,Italy,SGF.MI,Auto Parts,Consumer Cyclical,,1.069,4.72,6.22,12.84,11.445891,70595.0,382345120.0,EUR,455345120.0,0.01988,2.449,1.3107392,0.25,0.28045,60600000.0,0.509,121800000.0,1000476992.0,8.4,0.053049996,0.106400006,203328000.0,0.0681
SOGES GROUP,IT0005597411,Euronext Growth Milan,Euronext Growth,Italy,SOGES.MI,Resorts & Casinos,Consumer Cyclical,,,,,,10.228571,3600.0,10814054.0,EUR,23367220.0,-0.06178,0.724,2.4723756,-0.21,0.175,7479272.0,1.238,19911612.0,21277420.0,3.522,-0.01492,-0.33021,12921926.0,-0.07501
SOGN SPAREBANK,NO0006000603,Oslo Bors,Compartment C,Norway,SOGN.OL,Banks - Regional,Financial Services,,,6.85,5.7,13.587295,15.644503,863.0,193450128.0,NOK,270533600.0,0.43942,2117.427,0.14444418,22.51,19.55,471407008.0,761.501,561177984.0,257312000.0,415.656,0.0136899995,0.09085,257312000.0,0.46237
SOILTECH ASA,NO0010713571,Euronext Expand Oslo,Euronext Expand,Norway,STECH.OL,Waste Management,Industrials,,,,,20.42353,14.079481,27822.0,757709056.0,NOK,,0.0,,,4.25,6.165,,,,,,,,,0.0
SOITEC,FR0013227113,Euronext Paris,Compartment A,France,SOI.PA,Semiconductor Equipment & Materials,Technology,3,1.246,,,128.31035,157.34946,144462.0,1327768704.0,EUR,1457026304.0,0.014450001,41.291,0.9011649,0.29,0.23648,823729984.0,23.079,952681024.0,783854976.0,21.979,0.02905,0.00728,242280000.0,0.08242
SOL,IT0001206769,Euronext Milan,Compartment A,Italy,SOL.MI,Specialty Chemicals,Basic Materials,10,0.628,0.84,1.11,27.51445,23.453358,19984.0,4317319680.0,EUR,4840467968.0,0.090100005,11.68,4.075342,1.73,2.02956,258295008.0,2.848,733993984.0,1734627968.0,19.122,0.07239,0.15501,416801984.0,0.15316
SOLID WORLD GROUP,IT0005497893,Euronext Growth Milan,Euronext Growth,Italy,S3D.MI,Computer Hardware,Technology,,-0.128,,,,,23100.0,12649723.0,EUR,22913662.0,-0.10414,0.758,0.8891821,-0.26,,2492895.0,0.134,12909678.0,59780756.0,3.213,,,14245630.0,-0.054109998
SOLOCAL GROUP,FR001400SA10,Euronext Paris,Compartment C,France,LOCAL.PA,Advertising Agencies,Communication Services,,0.624,,13.05,0.16453509,13.599612,132111.0,170114656.0,EUR,163625648.0,0.47617,-1.229,-3.8730679,28.93,0.35001,75775000.0,2.12,69286000.0,334800992.0,10.639,-0.0076,,175952000.0,0.056539997
SOLSTAD MARITIME,NO0013135368,Oslo Bors,Compartment B,Norway,SOMA.OL,Marine Shipping,Industrials,,,9.45,,4.8749995,5.2028904,141910.0,10889390080.0,NOK,,0.36102,19.069,1.2271225,4.8,4.4975,78000000.0,,608000000.0,590000000.0,,0.070489995,0.24246,315000000.0,0.33108002
SOLSTAD OFFSHORE,NO0003080608,Oslo Bors,Compartment B,Norway,SOFF.OL,Marine Shipping,Industrials,10,1.085,2.03,6.58,3.196881,2.7022574,30282.0,5343366144.0,NOK,4338165760.0,0.60217,38.979,1.2622181,15.39,18.207,87000000.0,1.057,411000000.0,271306304.0,30.118,0.038900003,0.43300998,190024576.0,0.31507
SOLUTIONS 30 SE,FR0013379484,Euronext Paris,Compartment B,France,S30.PA,Information Technology Services,Technology,2,1.795,,,,-11.26875,166864.0,96511160.0,EUR,236195536.0,-0.02822,0.695,1.2971222,-0.25,-0.08,59100000.0,0.552,186500000.0,946000000.0,8.842,0.00675,-0.24228,628099968.0,-0.00556
SOLUTIONS CAPITAL MANAGEMENT SIM,IT0005200248,Euronext Growth Milan,Euronext Growth,Italy,SCM.MI,Capital Markets,Financial Services,,0.136,,,35.076923,13.818181,2280.0,10188244.0,EUR,9314471.0,0.02981,1.464,3.1147542,0.13,0.33,1730196.0,0.774,856423.0,9755133.0,4.366,0.04783,0.09312,5136015.0,0.02121
SOLVACNOM(RETAIL),BE0003545531,Euronext Brussels,Compartment A,Belgium,SOLV.BR,Chemicals,Basic Materials,,0.517,13.83,5.05,16.857141,6.1872654,409.0,1765577728.0,EUR,1846969728.0,25185.8,117.728,0.7016173,4.9,13.35,68608000.0,3.21,150000000.0,5000.0,0.0,,,-2628000.0,-853.0
SOMEC,IT0005329815,Euronext Milan,Compartment B,Italy,SOM.MI,Engineering & Construction,Industrials,,0.965,,,208.57143,9.468223,13304.0,106301256.0,EUR,179186240.0,0.0011999999,2.833,5.153548,0.07,1.542,31767000.0,4.363,102785000.0,388800000.0,56.347,0.03283,0.13906999,236342000.0,0.04445
SONAE,PTSON0AM0001,Euronext Lisbon,Compartment A,Portugal,SON.LS,Grocery Stores,Consumer Defensive,3,0.533,3.07,5.38,17.854546,12.864348,2970787.0,3806889216.0,EUR,12667164672.0,0.02464,0.73,2.6904109,0.11,0.15267,486127008.0,0.113,4002209024.0,11252625408.0,5.782,0.0252,0.097279996,2785146880.0,0.05
"SONAECOM,SGPS",PTSNC0AM0006,Euronext Lisbon,Compartment B,Portugal,SNC.LS,Publishing,Communication Services,,0.069,0.95,4.21,290.00003,26.363638,7206.0,886730176.0,EUR,694172672.0,0.05703,4.456,0.6508079,0.01,0.11,212227936.0,0.709,3263347.0,19958448.0,0.066,-0.00714,4.0000003e-05,-10857715.0,-0.42541
SOSTRAVEL.COM,IT0005338675,Euronext Growth Milan,Euronext Growth,Italy,SOS.MI,Travel Services,Consumer Cyclical,,0.678,0.76,,,Infinity,37500.0,6542643.0,EUR,7089699.0,-0.01244,0.323,1.5479876,-0.02,0.0,1256286.0,0.096,1829582.0,22053618.0,1.685,-0.00942,-0.06225,871135.0,-0.05479
SPADEL,BE0003798155,Euronext Brussels,Compartment B,Belgium,SPA.BR,Beverages - Non-Alcoholic,Consumer Defensive,,0.33,1.23,1.14,24.761906,,10.0,1079090944.0,EUR,943665984.0,0.10904,78.041,3.331582,10.5,,140520992.0,33.86,5132000.0,399964000.0,96.377,0.06695,0.14113,161544992.0,0.16025999
SPARBNK 68 GR NORD,NO0010887110,Euronext Growth Oslo,Euronext Growth,Norway,SB68.OL,Banks - Regional,Financial Services,,0.2,5.85,,12.016413,11.714286,150.0,610917440.0,NOK,2188007424.0,0.42326,543.885,0.3769179,17.06,17.5,974313984.0,326.942,2551404032.0,356796000.0,119.513,0.012150001,0.09623,356796000.0,0.55316
SPAREBANK 1 SMN,NO0006390301,Oslo Bors,Compartment A,Norway,MING.OL,Banks - Regional,Financial Services,3,0.409,6.48,5.63,11.002088,10.784446,185064.0,30399660032.0,NOK,74673774592.0,0.47776002,196.255,1.0741128,19.16,19.54667,7903000064.0,54.81,51841998848.0,8926999552.0,61.911,0.01743,0.14398,8926999552.0,0.60383
SPAREBANKEN MØRE,NO0012483207,Oslo Bors,Compartment B,Norway,MORG.OL,Banks - Regional,Financial Services,,0.268,5.5,4.88,11.891328,11.752156,155170.0,5640426496.0,NOK,48806531072.0,0.43960997,173.996,0.654038,9.57,9.68333,2328999936.0,46.989,45506998272.0,2343000064.0,47.106,0.00973,0.11196,2336000000.0,0.61695
SPAREBANKEN ØST,NO0006222009,Oslo Bors,Compartment C,Norway,SPOG.OL,Banks - Regional,Financial Services,,,8.47,8.11,3.2434578,13.193549,16288.0,1695810944.0,NOK,,0.51165,222.399,0.36780742,25.22,6.2,300600000.0,,23599099904.0,1021800000.0,,0.01133,0.10389,1021800000.0,0.56348
SPAREBANKEN VEST,NO0006000900,Oslo Bors,Compartment A,Norway,SBNOR.OL,Banks - Regional,Financial Services,8,0.429,6.04,5.01,4.894927,12.225013,166396.0,35104239616.0,NOK,321317011456.0,0.55512,284.475,0.71236485,41.4,16.57667,8858999808.0,51.887,295083999232.0,11692999680.0,77.905,0.01429,0.16229,11692999680.0,0.66120005
SPARTOO,FR00140043Y1,Euronext Growth Paris,Euronext Growth,France,FR00140043Y1.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
SPBK 1 NORDMØRE,NO0010691660,Oslo Bors,Compartment C,Norway,SNOR.OL,Banks - Regional,Financial Services,,0.123,6.04,,9.809119,9.973046,638.0,1671759488.0,NOK,5034439680.0,0.46530998,460.723,0.4015428,18.86,18.55,3273999872.0,361.295,6625999872.0,1080999936.0,64.894,0.01721,0.1153,1080999936.0,0.55019003
SPBK 1 ØSTLANDET,NO0010751910,Oslo Bors,Compartment A,Norway,NO0010751910.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
SPBK1 HELGELAND,NO0010029804,Oslo Bors,Compartment B,Norway,HELG.OL,Banks - Regional,Financial Services,,0.111,4.46,3.6,12.1786995,11.2984085,1902.0,4594076672.0,NOK,12317419520.0,0.44799998,186.276,0.91466427,13.99,15.08,1360999936.0,50.563,9045999616.0,1124999936.0,41.557,0.0125899995,0.094790004,1124999936.0,0.42856997
SPBK1 NORD-NORGE,NO0006000801,Oslo Bors,Compartment B,Norway,NO0006000801.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
SPBK1 ØSTFOLD AKER,NO0010285562,Oslo Bors,Compartment B,Norway,SOAG.OL,Banks - Regional,Financial Services,,,5.44,4.69,9.238404,10.233341,296.0,5650168320.0,NOK,10762924032.0,0.47921002,396.607,1.150005,49.37,44.57,109000000.0,8.209,4816000000.0,1371000064.0,103.002,0.0216,0.12753999,1371000064.0,0.53313
SPBK1 RINGERIKE,NO0006390400,Oslo Bors,Compartment B,Norway,RING.OL,Banks - Regional,Financial Services,,0.097,6.59,4.89,9.761296,10.822307,55.0,7167766016.0,NOK,7092934144.0,0.51717997,321.334,1.4253082,46.92,42.32,4467999744.0,285.488,4439000064.0,1391000064.0,90.077,0.022550002,0.13948,1391000064.0,0.60960996
SPEED RABBIT PIZZA,FR0000054371,Euronext Access Paris,Euronext Access,France,MLSRP.PA,Food Distribution,Consumer Defensive,,-1.233,,,59.459457,,6.0,37631552.0,EUR,,0.6105,4.769,4.6131263,0.37,,,,,765995.0,0.448,0.00514,0.059019998,101539.0,0.17754999
SPINEGUARD,FR0011464452,Euronext Growth Paris,Euronext Growth,France,ALSGD.PA,Medical Devices,Healthcare,,0.719,,,,-4.2933335,1105978.0,12093517.0,EUR,9879442.0,-0.59287,0.066,1.9515152,-0.04,-0.03,745138.0,0.012,2309063.0,4322430.0,0.077,-0.15752,-0.59247,3347862.0,-0.35029998
SPINEWAY,FR001400N2P2,Euronext Growth Paris,Euronext Growth,France,ALSPW.PA,Medical Instruments & Supplies,Healthcare,,0.287,,,15.9,5.2999997,1759521.0,5651558.0,EUR,2912872.0,-0.161,0.703,0.22617353,0.01,0.03,4028000.0,0.119,1542000.0,11801000.0,0.348,-0.02786,-0.084230006,4842000.0,-0.20868999
SPIR GROUP ASA,NO0012548819,Oslo Bors,Compartment C,Norway,SPIR.OL,Information Technology Services,Technology,,1.442,28.77,,282.66666,28.266665,1818.0,1127418368.0,NOK,1310275456.0,0.65102,12.53,0.6767757,0.03,0.3,94301000.0,0.709,185483008.0,1222114944.0,9.054,0.016139999,0.00312,760819968.0,0.01082
Sporting Clube de Braga,PTSCB0AM0001,Euronext Access Lisbon,Euronext Access,Portugal,SCB.LS,Entertainment,Communication Services,,0.997,,,,,2.0,18360000.0,EUR,68024000.0,-0.60665,57.516,0.26601294,-9.15,,2623000.0,2.186,52287000.0,18108204.0,15.09,-0.13509,-0.14743,-1619718.0,1.4749899
Sporting Clube de Portugal,PTSCP0AM0001,Euronext Lisbon,Compartment C,Portugal,SCP.LS,Entertainment,Communication Services,,0.267,,,9.8,,390.0,197950624.0,EUR,342796640.0,0.13515,0.203,4.8275867,0.1,,15581000.0,0.077,160427008.0,148148992.0,0.733,-0.09810001,0.64686996,140304000.0,-1.05422
ST DUPONT,FR0000054199,Euronext Paris,Compartment C,France,DPT.PA,Luxury Goods,Consumer Cyclical,,-0.01,,,Infinity,,18101.0,85876984.0,EUR,91353728.0,0.013409999,0.029,3.137931,0.0,,5133000.0,0.005,10421000.0,56368000.0,0.06,0.00601,0.02843,30222000.0,-0.0396
STAINLESS TANKERS ASA,NO0012780958,Euronext Growth Oslo,Euronext Growth,Norway,STST.OL,Marine Shipping,Industrials,,,23.26,,7.4358974,3.180361,4768.0,508950016.0,NOK,,0.0,,,5.07,11.854,,,,,,,,,0.0
STAR7,IT0005466195,Euronext Growth Milan,Euronext Growth,Italy,STAR7.MI,Specialty Business Services,Industrials,,0.294,,,25.454544,7.1489363,400.0,75315568.0,EUR,106778128.0,0.02458,3.439,2.4425704,0.33,1.175,15975540.0,1.775,45452572.0,120084104.0,13.343,0.05366,0.121879995,71070392.0,0.087869994
STEF,FR0000064271,Euronext Paris,Compartment A,France,STF.PA,Integrated Freight & Logistics,Industrials,9,0.82,3.3,3.45,16.470589,10.59986,3972.0,1593807104.0,EUR,3036410880.0,0.02123,98.824,1.274994,7.65,11.88695,117038000.0,9.313,1569920000.0,4949651968.0,394.425,0.02744,0.07943,535875008.0,0.02148
STIF,FR001400MDW2,Euronext Growth Paris,Euronext Growth,France,ALSTI.PA,Specialty Industrial Machinery,Industrials,,1.617,0.98,,24.879032,16.775011,21730.0,316857568.0,EUR,313968640.0,0.1743,4.928,12.520292,2.48,3.67809,10216518.0,1.989,12671942.0,72705760.0,14.241,0.24383,0.61427,48579776.0,0.22883
STRADIM,FR0000074775,Euronext Growth Paris,Euronext Growth,France,ALSAS.PA,Real Estate Services,Real Estate,,0.001,2.0,2.91,10.227273,,132.0,15478920.0,EUR,67362160.0,0.01361,10.635,0.42313117,0.44,,17825084.0,5.182,69644744.0,112055856.0,32.577,0.00783,0.04666,23684474.0,0.01592
STREAMWIDE,FR0010528059,Euronext Growth Paris,Euronext Growth,France,ALSTW.PA,Software - Application,Technology,,1.231,,,34.82587,35.532993,2333.0,185750176.0,EUR,164238736.0,0.22957,10.27,6.8159685,2.01,1.97,15513000.0,5.846,9923000.0,23217000.0,8.786,0.07705,0.21370001,15734000.0,0.23683001
STREIT MECANIQUE,FR0000063976,Euronext Access Paris,Euronext Access,France,MLSTR.PA,Auto Parts,Consumer Cyclical,,1.363254,,,,,75.0,5605404.0,EUR,,0.01745,19.234,0.46012273,-0.83,,,,,56207000.0,,,,11785000.0,0.03336
STRONGPOINT,NO0010098247,Oslo Bors,Compartment C,Norway,STRO.OL,Business Equipment & Supplies,Industrials,,0.756,,4.41,139.71428,163.0,22800.0,437540480.0,NOK,555354880.0,-0.00366,10.838,0.90238047,0.07,0.06,98530000.0,2.201,225391008.0,1358909056.0,30.379,-0.01031,-0.01054,205048992.0,-0.027490001
SVAS BIOSANA,IT0005469264,Euronext Growth Milan,Euronext Growth,Italy,SVS.MI,Medical Devices,Healthcare,,0.984,2.8,,6.992126,6.0821915,3770.0,46461928.0,EUR,92325512.0,0.04997,11.791,0.7531168,1.27,1.46,28085612.0,5.286,73001320.0,134952496.0,22.949,0.040760003,0.109189995,37089848.0,0.086660005
SWORD GROUP,FR0004180578,Euronext Paris,Compartment B,France,SWP.PA,Software - Application,Technology,,1.08,6.43,11.18,14.262672,9.87767,17526.0,292413056.0,EUR,351319072.0,0.059899997,6.893,4.490062,2.17,3.13333,41371000.0,4.379,98606000.0,341939008.0,36.217,0.07272,0.25261998,146124992.0,0.0949
SYNERGIE,FR0000032658,Euronext Paris,Compartment B,France,SDG.PA,Staffing & Employment Services,Industrials,10,1.005,1.68,2.2,11.011235,10.769231,598.0,671578752.0,EUR,404743680.0,0.01897,31.833,0.92356986,2.67,2.73,388155008.0,16.978,113853000.0,3213120000.0,140.699,,,317056000.0,0.02865
SYS-DAT,IT0005595423,Euronext Milan,Compartment C,Italy,SYS.MI,Information Technology Services,Technology,,,0.81,,21.75,16.730768,33685.0,162118256.0,EUR,,0.09011,0.95,5.4947367,0.24,0.312,53981752.0,,8611259.0,81825768.0,,0.0495,0.12728,48119744.0,0.12555
TAMBURI,IT0003153621,Euronext Milan,Compartment A,Italy,TIP.MI,Asset Management,Financial Services,,0.99,1.7,1.49,18.450981,17.652464,110813.0,1526878208.0,EUR,2133716480.0,36.67842,8.866,1.061358,0.51,0.53307,21321646.0,0.131,560059008.0,2344665.0,0.014,-0.00824,0.05738,-348102.0,-4.71495
