Company,ISIN,Market,Compartment,Country,Ticker
TXCOM,FR0010654087,Euronext Growth Paris,Euronext Growth,France,ALTXC.PA
TXT E-SOLUTIONS,IT0001454435,Euronext Milan,Compartment B,Italy,TXT.MI
U10 CORP,FR0000079147,Euronext Growth Paris,Euronext Growth,France,ALU10.PA
Ubaldi Costruzioni ,IT0005628158,Euronext Growth Milan,Euronext Growth,Italy,UBA.MI
UBISOFT ENTERTAIN,FR0000054470,Euronext Paris,Compartment A,France,UBI.PA
UCAPITAL24,IT0005380461,Euronext Growth Milan,Euronext Growth,Italy,U24.MI
ULTIMOVACS,NO0010851603,Oslo Bors,Compartment B,Norway,ZLNA.OL
UMALIS GROUP,FR0011776889,Euronext Access Paris,Euronext Access,France,MLUMG.PA
UNIDATA,IT0005573065,Euronext Milan,Compartment C,Italy,UD.MI
UNION TECH.INFOR.,FR0000074197,Euronext Paris,Compartment C,France,FPG.PA
UNIPHAR PLC,IE00BJ5FQX74,Euronext Growth Dublin,Euronext Growth,Ireland,IE00BJ5FQX74.SG
UPERGY,FR0010337865,Euronext Growth Paris,Euronext Growth,France,ALUPG.PA
UV GERMI,FR0011898584,Euronext Growth Paris,Euronext Growth,France,ALUVI.PA
VAA VISTA ALEGRE,PTVAA0AM0019,Euronext Lisbon,Compartment C,Portugal,VAF.LS
VALBIOTIS,FR0013254851,Euronext Growth Paris,Euronext Growth,France,ALVAL.PA
VALERIO THERAPEUTICS,FR0010095596,Euronext Growth Paris,Euronext Growth,France,ALVIO.PA
VALICA,IT0005562514,Euronext Growth Milan,Euronext Growth,Italy,VLC.MI
VALNEVA SE,FR0004056851,Euronext Paris,Compartment B,France,VLA.PA
VALSOIA,IT0001018362,Euronext Milan,Compartment C,Italy,VLS.MI
VALTECNE,IT0005532525,Euronext Growth Milan,Euronext Growth,Italy,VLT.MI
VALUE8,NL0010661864,Euronext Amsterdam,Compartment C,Netherlands,VALUE.AS
VAN DE VELDE,BE0003839561,Euronext Brussels,Compartment B,Belgium,VAN.BR
VANTEA SMART,IT0005433765,Euronext Growth Milan,Euronext Growth,Italy,VNT.MI
VANTIVA S.A.,FR0013505062,Euronext Paris,Compartment C,France,VANTI.PA
VAZIVA SA,FR0014007T10,Euronext Growth Paris,Euronext Growth,France,ALVAZ.PA
VEIDEKKE,NO0005806802,Oslo Bors,Compartment A,Norway,VEI.OL
VENTE UNIQUE.COM,FR0010766667,Euronext Growth Paris,Euronext Growth,France,ALVU.PA
VEOM Group,FR0013530102,Euronext Growth Paris,Euronext Growth,France,ALVG.PA
VERGNET,FR0014010YR7,Euronext Growth Paris,Euronext Growth,France,VRQ0.F
VERIMATRIX,FR0010291245,Euronext Paris,Compartment C,France,VMX.PA
VETOQUINOL,FR0004186856,Euronext Paris,Compartment A,France,FR0004186856.SG
VGP,BE0003878957,Euronext Brussels,Compartment A,Belgium,VGP.BR
VIALIFE,FR0010326090,Euronext Growth Paris,Euronext Growth,France,ALVIA.PA
VICAT,FR0000031775,Euronext Paris,Compartment A,France,VCT.PA
VIEL ET COMPAGNIE,FR0000050049,Euronext Paris,Compartment B,France,VIL.PA
VIMI FASTENERS,IT0004717200,Euronext Growth Milan,Euronext Growth,Italy,VIM.MI
VINEXT,IT0005652414,Euronext Growth Milan,Euronext Growth,Italy,VNXT.MI
VINPAI S.A.,FR001400AXT1,Euronext Growth Paris,Euronext Growth,France,ALVIN.PA
VIOHALCO,BE0974271034,Euronext Brussels,Compartment A,Belgium,VIO.BR
VIRBAC,FR0000031577,Euronext Paris,Compartment A,France,VIRP.PA
VIRIDIEN,FR001400PVN6,Euronext Paris,Compartment B,France,VIRI.PA
VIRTUALWARE,ES0105704003,Euronext Growth Paris,Euronext Growth,Spain,ALVIR.PA
VISTIN PHARMA,NO0010734122,Oslo Bors,Compartment C,Norway,VISTN.OL
VIVENDA GROUP,IT0005622581,Euronext Growth Milan,Euronext Growth,Italy,VVG.MI
VIVORYON THERAPEUTICS N.V.,NL00150002Q7,Euronext Amsterdam,Compartment B,Netherlands,NL00150002Q7.SG
VNE,IT0005556110,Euronext Growth Milan,Euronext Growth,Italy,VNE.MI
VOGO,FR0011532225,Euronext Growth Paris,Euronext Growth,France,ALVGO.PA
VOLTALIA,FR0011995588,Euronext Paris,Compartment A,France,VLTSA.PA
VOSS VEKSEL- OG LANDMANDSBANK,NO0003025009,Oslo Bors,Compartment C,Norway,VVL.OL
VOW,NO0010708068,Oslo Bors,Compartment C,Norway,VOW.OL
VOYAGEURS DU MONDE,FR0004045847,Euronext Growth Paris,Euronext Growth,France,ALVDM.PA
Vusion,FR0010282822,Euronext Paris,Compartment A,France,VU.PA
WAGA ENERGY,FR0012532810,Euronext Paris,Compartment B,France,WAGA.PA
WALLIX,FR0010131409,Euronext Growth Paris,Euronext Growth,France,ALLIX.PA
WAVESTONE,FR0013357621,Euronext Paris,Compartment A,France,WAVE.PA
WE.CONNECT,FR0013079092,Euronext Growth Paris,Euronext Growth,France,ALWEC.PA
WEACCESS GROUP,FR0010688465,Euronext Access Paris,Euronext Access,France,MLWEA.PA
WEBSOLUTE,IT0005384901,Euronext Growth Milan,Euronext Growth,Italy,WBS.MI
WEBSTEP,NO0010609662,Oslo Bors,Compartment C,Norway,WSTEP.OL
WEBUILD,IT0003865570,Euronext Milan,Compartment A,Italy,WBD.MI
WESTERN BULK CHARTERING AS,NO0010768096,Euronext Growth Oslo,Euronext Growth,Norway,WEST.OL
WEYA,FR0010768770,Euronext Access Paris,Euronext Access,France,MLWEY.PA
WHAT'S COOKING GROUP,BE0003573814,Euronext Brussels,Compartment C,Belgium,WHATS.BR
WHITESTONE GROUP,BE0974401334,Euronext Growth Brussels,Euronext Growth,Belgium,ROCK.BR
WIIT,IT0005440893,Euronext Milan,Compartment B,Italy,WIIT.MI
WILH. WILHELMSEN HOLDING SER. A,NO0010571698,Oslo Bors,Compartment A,Norway,WWI.OL
WINAMP GROUP,BE0974334667,Euronext Growth Paris,Euronext Growth,Belgium,BE0974334667.SG
WINFARM,FR0014000P11,Euronext Growth Paris,Euronext Growth,France,ALWF.PA
WITBE,FR0013143872,Euronext Growth Paris,Euronext Growth,France,ALWIT.PA
WORLDLINE,FR0011981968,Euronext Paris,Compartment A,France,WLN.PA
XENIA HOTELLERIE SOLUTION,IT0005568487,Euronext Growth Milan,Euronext Growth,Italy,XHS.MI
X-FAB SILICON FOUNDRIES SE,BE0974310428,Euronext Paris,Compartment A,Belgium,XFAB.PA
XILAM ANIMATION,FR0004034072,Euronext Growth Paris,Euronext Growth,France,ALXIL.PA
XPLORA TECHNOLOGIES,NO0010895782,Euronext Growth Oslo,Euronext Growth,Norway,NO0010895782.SG
YAKKYO,IT0005573966,Euronext Growth Milan,Euronext Growth,Italy,YKY.MI
YOLO GROUP,IT0005495871,Euronext Growth Milan,Euronext Growth,Italy,YOLO.MI
YOUNITED FINANCIAL,LU2999653251,Euronext Paris,Compartment B,Luxembourg,YOUNI.AS
ZALARIS,NO0010708910,Oslo Bors,Compartment C,Norway,ZAL.OL
ZAPTEC ASA,NO0010713936,Oslo Bors,Compartment B,Norway,NO0010713936.SG
ZELLUNA,NO0013524942,Oslo Bors,Compartment C,Norway,ZLNA.OL
ZEST,IT0005013013,Euronext Milan,Compartment C,Italy,ZEST.MI
ZIGNAGO VETRO,IT0004171440,Euronext Milan,Compartment A,Italy,ZV.MI
ZUCCHI,IT0005395071,Euronext Milan,Compartment C,Italy,ZUC.MI
