Company,ISIN,Market,Compartment,Country,Ticker,industry,sector,overallRisk,beta,dividendYield,fiveYearAvgDividendYield,trailingPE,forwardPE,regularMarketVolume,marketCap,currency,enterpriseValue,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingMargins
SOFTLAB,IT0001469953,Euronext Milan,Compartment C,Italy,OT3.MI,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFTOX SOLUTIONS,NO0010811961,Euronext Growth Oslo,Euronext Growth,Norway,SOFTX.OL,Biotechnology,Healthcare,,1.892,,,0.26632655,,95567824.0,292374816.0,NOK,231822640.0,-2.10901,0.049,2.6632655,0.49,,22816000.0,0.012,0.0,9314986.0,0.004,-0.12863,-0.46376,9314986.0,0.39988
SOGECLAIR,FR0000065864,Euronext Growth Paris,Euronext Growth,France,ALSOG.PA,Aerospace & Defense,Industrials,,1.644,3.52,4.76,18.827585,12.242152,286.0,84008104.0,EUR,109085856.0,0.028180001,16.056,1.7002989,1.45,2.23,20395000.0,6.685,31175000.0,157020992.0,51.464,0.03016,0.0968,89043000.0,0.10037
SOGEFI,IT0000076536,Euronext Milan,Compartment B,Italy,SGF.MI,Auto Parts,Consumer Cyclical,,1.392,5.49,6.22,13.65,13.000001,183348.0,325044736.0,EUR,405566240.0,0.014090001,2.475,1.1030303,0.2,0.21,45800000.0,0.385,115400000.0,1006777024.0,8.605,0.047420003,0.075619996,204528000.0,0.06237
SOGES GROUP,IT0005597411,Euronext Growth Milan,Euronext Growth,Italy,SOGES.MI,Resorts & Casinos,Consumer Cyclical,,,,,,10.857142,900.0,11478603.0,EUR,25833542.0,-0.01989,0.86,2.2093022,-0.06,,3099617.0,0.513,17454554.0,16781568.0,2.778,0.00085,-0.10002,10140222.0,0.0347
SOGN SPAREBANK,NO0006000603,Oslo Bors,Compartment C,Norway,SOGN.OL,Banks - Regional,Financial Services,,0.256,7.55,5.25,8.388731,15.671201,65.0,167612496.0,NOK,-182720752.0,0.43800998,1949.923,0.1359028,31.59,16.91,1173030016.0,1894.887,826260992.0,251016000.0,416.989,0.0138,0.09483,251016000.0,0.53780997
SOILTECH ASA,NO0010713571,Euronext Expand Oslo,Euronext Expand,Norway,STECH.OL,Waste Management,Industrials,,,,,48.062016,12.783505,4361.0,509139648.0,NOK,,0.0,,,1.29,,,,,,,,,,0.0
SOL,IT0001206769,Euronext Milan,Compartment A,Italy,SOL.MI,Specialty Chemicals,Basic Materials,10.0,0.655,0.79,1.17,30.429447,25.968586,27059.0,4498719744.0,EUR,4965644800.0,0.090050004,11.329,4.3781443,1.63,1.91,231590000.0,2.553,647228032.0,1640109056.0,18.078,0.072859995,0.15088001,399328000.0,0.14226
SOLID WORLD GROUP,IT0005497893,Euronext Growth Milan,Euronext Growth,Italy,S3D.MI,Computer Hardware,Technology,,-0.302,,,,,45375.0,20081614.0,EUR,29458514.0,-0.02702,0.775,1.4000001,-0.11,,2757951.0,0.178,14944301.0,64893448.0,,0.02242,-0.14048,19943668.0,-0.056539997
SOLOCAL GROUP,FR001400SA10,Euronext Paris,Compartment C,France,LOCAL.PA,Advertising Agencies,Communication Services,,0.894,,13.05,0.14707915,-3.4593496,25806.0,144103232.0,EUR,145577776.0,0.47617,-1.229,-3.4621646,28.93,-1.23,75775000.0,2.12,69286000.0,334800992.0,10.639,-0.0076,,175952000.0,0.056539997
SOLSTAD OFFSHORE,NO0003080608,Oslo Bors,Compartment B,Norway,SOFFUSD.OL,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLUTIONS 30 SE,FR0013379484,Euronext Paris,Compartment B,France,S30.PA,Information Technology Services,Technology,2.0,1.494,,,,25.542856,230593.0,191416128.0,EUR,280544832.0,-0.015859999,0.866,2.064665,-0.15,0.07,96300000.0,0.899,170000000.0,996000000.0,9.297,0.0123000005,-0.12973,660600000.0,0.02131
SOLUTIONS CAPITAL MANAGEMENT SIM,IT0005200248,Euronext Growth Milan,Euronext Growth,Italy,SCM.MI,Capital Markets,Financial Services,,0.127,,,20.526316,11.818182,480.0,8713614.0,EUR,8373957.0,0.04232,1.43,2.727273,0.19,,1269946.0,0.568,930274.0,9817250.0,4.394,0.059809998,0.13914,5009578.0,0.06768
SOMEC,IT0005329815,Euronext Milan,Compartment B,Italy,SOM.MI,Engineering & Construction,Industrials,,1.571,,,,9.226191,1752.0,101568696.0,EUR,143760496.0,-0.00866,1.983,7.0347958,-0.48,,75387000.0,10.927,118895000.0,381206016.0,55.286,0.02189,-0.02463,219858000.0,0.03909
SONAE,PTSON0AM0001,Euronext Lisbon,Compartment A,Portugal,SON.LS,Grocery Stores,Consumer Defensive,2.0,0.808,4.58,5.74,10.766667,9.938462,2011754.0,2512087296.0,EUR,,0.02283,1.912,0.67573225,0.12,0.13,,,3676999936.0,11068397568.0,5.71,0.02952,0.09189,2614027008.0,0.040370002
"SONAECOM,SGPS",PTSNC0AM0006,Euronext Lisbon,Compartment B,Portugal,SNC.LS,Publishing,Communication Services,,0.077,0.99,4.66,142.0,25.818182,3250.0,868383936.0,EUR,815284672.0,3.6197698,3.85,0.7376623,0.02,0.11,175127264.0,0.513,4482837.0,19844592.0,0.064,-0.00599,0.05376,-8051262.0,-0.81008005
SONAGI,PTSNG0AM0007,Euronext Access Lisbon,Euronext Access,Portugal,SNG.LS,Real Estate Services,Real Estate,,0.085561,704.55,,,,400.0,11700000.0,EUR,10100000.0,0.0,1.734,0.6747405,-0.16,,,,,4630099.0,0.463,-0.0017299999,-0.29586,3149433.0,-0.09527001
SOSTRAVEL.COM,IT0005338675,Euronext Growth Milan,Euronext Growth,Italy,SOS.MI,Travel Services,Consumer Cyclical,,0.361,0.45,,84.4,28.133333,311250.0,11043824.0,EUR,11346852.0,0.00301,0.349,2.418338,0.01,,1782915.0,0.136,2085902.0,22518010.0,1.709,0.016649999,0.01503,1058907.0,0.00522
SPADEL,BE0003798155,Euronext Brussels,Compartment B,Belgium,SPA.BR,Beverages - Non-Alcoholic,Consumer Defensive,,0.272,1.58,1.11,20.404041,,1.0,838370688.0,EUR,693760704.0,0.10815,74.782,2.7011847,9.9,,149868992.0,36.11,5199000.0,379348000.0,91.409,0.06639,0.1392,152780992.0,0.09307
SPARBNK 68 GR NORD,NO0010887110,Euronext Growth Oslo,Euronext Growth,Norway,SB68.OL,Banks - Regional,Financial Services,,0.125,6.54,,11.711367,12.259357,57.0,545932288.0,NOK,2105461248.0,0.39936,531.435,0.34510335,15.66,14.96,946294976.0,318.283,2506486016.0,340265984.0,114.136,0.01127,0.08849,340265984.0,0.45219
SPAREBANK 1 SMN,NO0006390301,Oslo Bors,Compartment A,Norway,MING.OL,Banks - Regional,Financial Services,3.0,0.584,6.44,5.53,9.319251,11.124354,65050.0,27993847808.0,NOK,43040223232.0,0.4953,187.876,1.0332346,20.83,17.45,45539999744.0,315.855,59946000384.0,9152000000.0,63.472,0.01859,0.16097,9152000000.0,0.60414004
SPAREBANKEN MØRE,NO0012483207,Oslo Bors,Compartment B,Norway,MORG.OL,Banks - Regional,Financial Services,,0.27,6.0,4.77,5.245968,11.084132,7512.0,5164845056.0,NOK,46046842880.0,0.44819,167.071,0.6229687,19.84,9.39,1724999936.0,34.762,42607001600.0,2374000128.0,47.957,0.01045,0.11545999,2367000064.0,0.54513
SPAREBANKEN ØST,NO0006222009,Oslo Bors,Compartment C,Norway,SPOG.OL,Banks - Regional,Financial Services,,0.176,8.39,8.11,8.710046,11.684533,23921.0,1581790592.0,NOK,25495990272.0,0.52669,217.469,0.35085464,8.76,6.53,841299968.0,40.581,24755499008.0,1058499968.0,51.135,0.01191,0.115059994,1058499968.0,0.74231005
SPAREBANKEN VEST,NO0006000900,Oslo Bors,Compartment A,Norway,SBNOR.OL,Banks - Regional,Financial Services,8.0,0.526,5.08,4.9,9.642652,11.054075,90480.0,28314355712.0,NOK,306099519488.0,0.59828,302.678,0.5527326,17.35,,9921000448.0,66.226,289898987520.0,8949000192.0,74.75,0.01202,0.14385,8949000192.0,0.70621
SPARTOO,FR00140043Y1,Euronext Growth Paris,Euronext Growth,France,ALSPT.PA,Internet Retail,Consumer Cyclical,,0.976,,,,8.866666,20241.0,7289410.0,EUR,15525877.0,-0.01789,1.62,0.24629629,-0.1,,15331000.0,0.839,23569000.0,130463000.0,7.267,-0.00291,-0.07564,66378000.0,0.014400001
SPBK 1 NORDMØRE,NO0010691660,Oslo Bors,Compartment C,Norway,SNOR.OL,Banks - Regional,Financial Services,,0.142,5.22,,7.7535677,10.447435,54691.0,1476737280.0,NOK,5272898048.0,0.46931,429.273,0.37966514,21.02,15.6,3112999936.0,343.529,6904999936.0,1010000000.0,109.522,,0.11851,1010000000.0,0.52212
SPBK 1 ØSTLANDET,NO0010751910,Oslo Bors,Compartment A,Norway,SPOL.OL,Banks - Regional,Financial Services,,0.375,5.45,4.52,10.299727,11.717298,15165.0,25670549504.0,NOK,73849675776.0,0.49578997,176.239,1.0724074,18.35,16.13,2595000064.0,19.1,50488000512.0,7121999872.0,55.131,0.01739,0.14905,7121999872.0,0.6054
SPBK1 HELGELAND,NO0010029804,Oslo Bors,Compartment B,Norway,HELG.OL,Banks - Regional,Financial Services,,0.211,4.84,3.6,10.603291,11.417323,24242.0,4688778240.0,NOK,12743781376.0,0.48578998,179.294,0.97047305,16.41,15.24,153000000.0,5.678,8208000000.0,1196000000.0,44.079,0.01521,0.11711001,1196000000.0,0.64783996
SPBK1 NORD-NORGE,NO0006000801,Oslo Bors,Compartment B,Norway,NONG.OL,Banks - Regional,Financial Services,,0.518,6.07,5.97,8.174703,11.339103,64027.0,14469359616.0,NOK,39944364032.0,0.5689,173.499,0.8306676,17.63,12.71,2251000064.0,22.421,27459000320.0,6894000128.0,68.694,0.02856,0.21881,6894000128.0,0.68783
SPBK1 ØSTFOLD AKER,NO0010285562,Oslo Bors,Compartment B,Norway,SOAG.OL,Banks - Regional,Financial Services,,0.174,4.52,4.72,9.560593,11.388534,21676.0,5510305280.0,NOK,6403143168.0,0.47836,370.755,1.2001187,46.54,39.07,4718000128.0,380.845,5608999936.0,1294000000.0,104.517,0.0209,0.13356,1294000000.0,0.5
SPBK1 RINGERIKE,NO0006390400,Oslo Bors,Compartment B,Norway,RING.OL,Banks - Regional,Financial Services,,0.063,7.69,4.71,7.758106,11.174785,5430.0,6103655936.0,NOK,6568657920.0,0.51967,294.242,1.3254396,50.27,34.9,4107000064.0,262.421,4570999808.0,1359699968.0,86.921,0.02269,0.14869,1359699968.0,0.58915
SPEED RABBIT PIZZA,FR0000054371,Euronext Access Paris,Euronext Access,France,MLSRP.PA,Food Distribution,Consumer Defensive,,-0.915,,,88.947365,,19.0,59526192.0,EUR,58716568.0,0.6105,4.769,7.0874395,0.38,,178051.0,0.104,1078875.0,765995.0,0.448,0.00514,0.059019998,101539.0,-0.07545
SPINDOX,IT0005449522,Euronext Growth Milan,Euronext Growth,Italy,SPN.MI,Information Technology Services,Technology,,0.785,,,157.50002,16.789701,5000.0,71598872.0,EUR,67550160.0,0.0043200003,2.976,4.233871,0.08,,20208524.0,3.551,13630671.0,107255744.0,18.845,0.03639,0.05707,7666957.0,0.046230003
SPINEGUARD,FR0011464452,Euronext Growth Paris,Euronext Growth,France,ALSGD.PA,Medical Devices,Healthcare,,2.694,,,,-3.3333335,42514.0,6296610.0,EUR,7164618.0,-0.66305,0.073,1.369863,-0.06,-0.03,719310.0,0.013,2537987.0,4648037.0,0.092,-0.19863,-0.62037,3627761.0,-0.65910006
SPINEWAY,FR001400N2P2,Euronext Growth Paris,Euronext Growth,France,ALSPW.PA,Medical Instruments & Supplies,Healthcare,,0.803,,,,4.4066668,228215.0,4698970.0,EUR,2002873.0,-0.161,0.703,0.18805121,-0.0,0.03,4028000.0,0.119,1542000.0,11801000.0,0.507,-0.02786,-0.084230006,4842000.0,-0.20868999
SPIR GROUP ASA,NO0012548819,Oslo Bors,Compartment C,Norway,SPIR.OL,Information Technology Services,Technology,,1.381,,,36.551727,35.333332,61600.0,1409270016.0,NOK,2083794816.0,0.02517,8.778,1.2075645,0.29,0.3,93201000.0,0.703,675041024.0,1179751040.0,8.992,0.01821,0.03399,724697984.0,0.0369
Sporting Clube de Braga,PTSCB0AM0001,Euronext Access Lisbon,Euronext Access,Portugal,SCB.LS,Entertainment,Communication Services,,1.529,,,1.0173011,,10.0,17640000.0,EUR,67304000.0,0.22862,35.239,0.41715145,14.45,,2623000.0,2.186,52287000.0,13604687.0,11.329,-0.12127,0.07636,1028196.0,1.4749899
Sporting Clube de Portugal,PTSCP0AM0001,Euronext Lisbon,Compartment C,Portugal,SCP.LS,Entertainment,Communication Services,,0.45,,,,,3722.0,195930304.0,EUR,344871712.0,-0.22614999,0.178,5.449438,-0.25,,20561000.0,0.102,169502000.0,137846000.0,0.605,-0.09149,-0.60448,129956000.0,-0.06146
SPOTLIO AS,NO0010781560,Euronext Growth Oslo,Euronext Growth,Norway,SPOT.OL,Software - Application,Technology,,0.617,,,,,147060.0,36062236.0,NOK,21497300.0,-0.56956,0.047,3.8085108,-0.31,,947000.0,0.008,2271000.0,7339000.0,0.035,-0.21792,-0.54993,585000.0,-0.54627
ST DUPONT,FR0000054199,Euronext Paris,Compartment C,France,DPT.PA,Luxury Goods,Consumer Cyclical,,0.19,,,Infinity,,20510.0,92294208.0,EUR,93157504.0,0.05943,0.03,3.2,0.0,,8978000.0,0.01,11540000.0,56838000.0,0.06,0.03118,0.12788999,32001000.0,0.04934
STAINLESS TANKERS ASA,NO0012780958,Euronext Growth Oslo,Euronext Growth,Norway,STST.OL,Marine Shipping,Industrials,,,30.17,,4.306977,3.0969899,5855.0,625049984.0,NOK,,0.0,,,10.75,14.95,,,,,,,,,0.0
STAR7,IT0005466195,Euronext Growth Milan,Euronext Growth,Italy,STAR7.MI,Specialty Business Services,Industrials,,0.25,,,20.333332,5.346187,450.0,54897864.0,EUR,85119960.0,0.02217,3.386,1.8015357,0.3,,25485564.0,2.832,53273476.0,121269800.0,13.475,0.05262,0.115059994,72016720.0,0.07954
STEF,FR0000064271,Euronext Paris,Compartment A,France,STF.PA,Integrated Freight & Logistics,Industrials,9.0,0.862,3.06,2.76,11.511037,9.046031,1176.0,1730378112.0,EUR,3040591872.0,0.03275,101.865,1.3311737,11.78,14.99,85122000.0,6.789,1425478016.0,4800784896.0,383.674,0.03707,0.12088,527592992.0,0.04593
STIF,FR001400MDW2,Euronext Growth Paris,Euronext Growth,France,ALSTI.PA,Specialty Industrial Machinery,Industrials,,,0.71,,43.894737,25.627947,9516.0,428297376.0,EUR,423998240.0,0.15199,4.424,18.851719,1.9,,16652065.0,3.243,11409789.0,63695272.0,12.527,0.20858999,0.52478004,41812936.0,0.24134001
STRADIM,FR0000074775,Euronext Growth Paris,Euronext Growth,France,ALSAS.PA,Real Estate Services,Real Estate,,0.295,1.43,2.91,11.666667,,43.0,21842478.0,EUR,58674336.0,0.01585,10.653,0.59138274,0.54,,22790516.0,6.626,59484128.0,117954064.0,34.291,0.00851,0.059369996,23800192.0,0.03191
STREAMWIDE,FR0010528059,Euronext Growth Paris,Euronext Growth,France,ALSTW.PA,Software - Application,Technology,,1.052,,,31.428572,27.918781,346.0,145896848.0,EUR,142081792.0,0.22391,9.341,5.888021,1.75,1.97,14958000.0,5.627,10841000.0,21004000.0,7.806,0.069759995,0.19886999,13773000.0,0.33455002
STREIT MECANIQUE,FR0000063976,Euronext Access Paris,Euronext Access,France,MLSTR.PA,Auto Parts,Consumer Cyclical,,1.363254,,,,,8520.0,6080435.0,EUR,,0.01745,19.234,0.46272227,-0.84,,,,,56207000.0,,,,11785000.0,0.03336
STRONGPOINT,NO0010098247,Oslo Bors,Compartment C,Norway,STRO.OL,Business Equipment & Supplies,Industrials,,0.866,,4.41,,44.4,9271.0,496497472.0,NOK,638186944.0,-0.00796,10.464,1.0607799,-0.24,0.25,84198000.0,1.882,231274000.0,1349961984.0,30.203,-0.0043099998,-0.023570001,205443008.0,-0.00916
SUBSEA 7,LU0075646355,Oslo Bors,Compartment A,Luxembourg,SOC.OL,,,,,,,,,,,,,,,,,,,,,,,,,,
SVAS BIOSANA,IT0005469264,Euronext Growth Milan,Euronext Growth,Italy,SVS.MI,Medical Devices,Healthcare,,0.932,3.04,,7.4727273,5.630137,1050.0,43474924.0,EUR,72268496.0,0.04804,11.791,0.6971419,1.1,,37392828.0,7.037,65971724.0,122286808.0,22.949,0.03701,0.096470006,34365976.0,0.07617
SWORD GROUP,FR0004180578,Euronext Paris,Compartment B,France,SWP.PA,Software - Application,Technology,,0.965,5.46,4.13,15.865802,12.465986,3297.0,346245024.0,EUR,344207264.0,0.06752,10.116,3.6229737,2.31,2.94,70620000.0,7.484,67345000.0,323015008.0,34.247,0.070650004,0.21847,144478000.0,0.093
SYNERGIE,FR0000032658,Euronext Paris,Compartment B,France,SDG.PA,Staffing & Employment Services,Industrials,10.0,0.928,1.5,2.2,12.234433,11.971327,13.0,763714432.0,EUR,474769760.0,0.01982,31.108,1.0736789,2.73,2.79,401008992.0,17.545,112317000.0,3184935936.0,137.691,0.04065,0.09736,323179008.0,0.030299999
SYS-DAT,IT0005595423,Euronext Milan,Compartment C,Italy,SYS.MI,Information Technology Services,Technology,,,0.65,,29.238096,18.27381,6239.0,192089280.0,EUR,,0.0979,0.95,6.4631577,0.21,,51255232.0,,7222092.0,65808848.0,,,0.16531,39370400.0,0.10065
TALEA GROUP,IT0005378333,Euronext Growth Milan,Euronext Growth,Italy,TALEA.MI,Pharmaceutical Retailers,Healthcare,,0.383,,,,,1116.0,40736832.0,EUR,,-0.02384,4.267,1.1249121,-0.39,,8213000.0,,44845000.0,132125000.0,,0.01392,-0.09543,6688000.0,0.0715
TAMBURI,IT0003153621,Euronext Milan,Compartment A,Italy,TIP.MI,Asset Management,Financial Services,,1.021,2.03,1.46,37.57143,23.90909,92516.0,1288429184.0,EUR,1814593280.0,32.96686,8.242,0.95729196,0.21,0.33,23603164.0,0.144,473964416.0,1038243.0,0.006,-0.00651,0.02527,-1889353.0,-15.64236
TARKETT,FR0004188670,Euronext Paris,Compartment B,France,TKTT.PA,Building Products & Equipment,Industrials,8.0,0.871,,2.58,,11.714286,316.0,1074719872.0,EUR,1695108352.0,-0.02414,11.671,1.4051924,-1.22,1.4,222700000.0,3.398,839200000.0,3346700032.0,51.07,0.01028,-0.09494001,658099968.0,0.04067
TECHNOGYM,IT0005162406,Euronext Milan,Compartment A,Italy,TGYM.MI,Leisure,Consumer Cyclical,10.0,1.204,2.09,,29.32653,29.32653,143860.0,2861957888.0,EUR,2782819840.0,0.100959994,1.3,11.053846,0.49,0.49,166239008.0,0.835,82263000.0,957993024.0,4.81,0.10973,0.33685002,436667008.0,0.12331
TECHNOPROBE,IT0005482333,Euronext Milan,Compartment A,Italy,TPRO.MI,Semiconductors,Technology,,0.744,,,58.454544,58.454544,439699.0,4155406592.0,EUR,3528559360.0,0.11163,1.904,3.3771007,0.11,0.11,656828992.0,1.014,17109000.0,627963008.0,0.967,0.051230002,0.055949997,271336992.0,0.22735001
TECHSTEP,NO0012916131,Oslo Bors,Compartment C,Norway,TECH.OL,Communication Equipment,Technology,,0.67,,,,9.535715,13320.0,459333472.0,NOK,621497984.0,-0.04656,16.217,0.8232103,-1.5,1.4,11782000.0,0.342,173947008.0,1065190016.0,32.347,-0.01575,-0.08814,445916000.0,-0.05875
TECMA SOLUTIONS,IT0005425050,Euronext Growth Milan,Euronext Growth,Italy,TCM.MI,Real Estate Services,Real Estate,,0.819,,,,10.0,17600.0,13085984.0,EUR,,-0.12207,0.536,2.8358207,-0.23,,3822388.0,,5901720.0,16264807.0,,-0.089829996,-0.41749,3201510.0,-0.11474
TECNO,IT0005658841,Euronext Growth Milan,Euronext Growth,Italy,TCG.MI,"Furnishings, Fixtures & Appliances",Consumer Cyclical,,,,,54.216667,,16000.0,46843200.0,EUR,,0.0,,,0.06,,,,,,,,,,0.0
"Teixeira Duarte, SA",PTTD10AM0000,Euronext Lisbon,Compartment C,Portugal,TDSA.LS,Engineering & Construction,Industrials,,0.792,,2.02,8.833333,,2965143.0,223440032.0,EUR,901476992.0,0.03271,0.35,1.5142857,0.06,,78673000.0,0.187,736236992.0,783827968.0,1.866,0.018509999,0.17709999,548833024.0,0.08813
TEKNA HOLDING ASA,NO0010951577,Oslo Bors,Compartment C,Norway,TEKNA.OL,Specialty Chemicals,Basic Materials,,1.251,,,,-48.0,11744.0,611817600.0,NOK,631998976.0,-0.30582002,0.181,26.519339,-0.67,-0.1,7056000.0,0.056,34415000.0,36868000.0,0.286,-0.06841,-0.39796,16337000.0,-0.34992
TELESIA,IT0005240046,Euronext Growth Milan,Euronext Growth,Italy,TLS.MI,Broadcasting,Communication Services,,0.471,,,,,5250.0,2992249.0,EUR,10163255.0,-0.01339,5.285,0.21570483,-0.07,,552000.0,0.21,6872000.0,13672000.0,5.209,0.01161,-0.01082,3172000.0,0.068730004
TELEVISTA,FR0011076595,Euronext Access Paris,Euronext Access,France,MLVST.PA,Broadcasting,Communication Services,,-0.065317,6.09,,0.020733945,,3854.0,1535134.0,EUR,2445346.0,0.15090999,2.603,0.868229,109.0,,,,,364678.0,0.53,0.00191,0.03183,80731.0,0.02098
TENAX INTERNATIONAL,IT0005428898,Euronext Growth Milan,Euronext Growth,Italy,TNX.MI,Auto Manufacturers,Consumer Cyclical,,0.096,,,74.0,,115500.0,8177570.0,EUR,16462757.0,0.00409,2.009,1.1050273,0.03,,2105858.0,0.572,10391039.0,22570796.0,6.127,0.01809,0.01253,6608738.0,-0.036930002
TERACT S.A.,FR001400BMH7,Euronext Paris,Compartment B,France,TRACT.PA,Specialty Retail,Consumer Cyclical,,0.465,,,,,1586.0,70950720.0,EUR,592469376.0,-0.07272,3.167,0.30565202,-0.92,,11600000.0,0.166,529500000.0,910300032.0,12.72,-0.00441,-0.25681,382700000.0,-0.05933
TESMEC,IT0004585243,Euronext Milan,Compartment C,Italy,TES.MI,Specialty Industrial Machinery,Industrials,,-0.083,,4.41,Infinity,4.5812497,2802458.0,44108124.0,EUR,102056152.0,-0.01396,0.124,0.591129,0.0,0.0,26109000.0,0.043,84057000.0,250426000.0,0.416,0.03146,-0.07245,47052000.0,0.08659001
TESSELLIS,IT0005496473,Euronext Milan,Compartment C,Italy,TIQ.MI,,,,,,,,,,,,,,,,,,,,,,,,,,
TESSENDERLO GROUP,BE0003555639,Euronext Brussels,Compartment A,Belgium,TESB.BR,Agricultural Inputs,Basic Materials,,0.479,2.84,5.91,37.785717,14.532967,16442.0,1590592000.0,EUR,1621239808.0,0.01616,31.346,0.8438078,0.7,1.82,252400000.0,4.173,257400000.0,2647699968.0,43.074,0.00959,0.022839999,513100000.0,-0.00906
TEXAF,BE0974263924,Euronext Brussels,Compartment C,Belgium,TEXF.BR,Real Estate Services,Real Estate,,0.212,5.2,4.2,16.650246,17.42268,210.0,126862888.0,EUR,141970592.0,0.23497,30.897,1.0939573,2.03,1.94,10254000.0,2.797,26737000.0,31613000.0,8.622,0.03447,0.06582,27449000.0,0.22153999
TF1,FR0000054900,Euronext Paris,Compartment A,France,TFI.PA,Broadcasting,Communication Services,8.0,1.045,7.01,6.36,9.732954,7.447826,135329.0,1805621760.0,EUR,1441512704.0,0.07975,9.412,0.9100085,0.88,1.15,652000000.0,3.093,239900000.0,2355000064.0,11.159,0.047270004,0.09832,1160499968.0,0.14781
TFF GROUP,FR0013295789,Euronext Paris,Compartment B,France,TFF.PA,Packaging & Containers,Consumer Cyclical,9.0,0.531,3.64,1.43,8.967391,6.043956,11536.0,371812640.0,EUR,,0.07217,22.97,0.7183283,1.84,2.73,79665000.0,,393686016.0,425428992.0,,0.03849,0.0618,186356000.0,0.10854
TGS ASA,NO0003078800,Oslo Bors,Compartment A,Norway,TGS.OL,Oil & Gas Equipment & Services,Energy,1.0,0.461,8.56,4.93,42.68786,4.9932384,201443.0,14493800448.0,NOK,15212278784.0,0.0141199995,10.021,7.369524,1.73,14.79,166500000.0,0.848,884499968.0,1772073984.0,9.137,0.10222,0.0155,1341182976.0,0.14991
THE AZUR SELECTION S.A.,GRS528003007,Euronext Access Paris,Euronext Access,Greece,MLAZR.PA,Lodging,Consumer Cyclical,,,,,,,7530.0,15639691.0,EUR,,0.0,,,-0.08,,,,,,,,,,0.0
THE ITALIAN SEA GROUP,IT0005439085,Euronext Milan,Compartment B,Italy,TISG.MI,Leisure,Consumer Cyclical,,0.991,4.98,,15.359375,5.7306423,210172.0,260494992.0,EUR,323732992.0,0.04484,2.684,1.831222,0.32,,71830000.0,1.355,135068000.0,380284992.0,7.158,0.03944,0.120579995,129142000.0,0.06759
THE KINGFISH COMPANY,NL00150001S5,Euronext Growth Oslo,Euronext Growth,Netherlands,KING.OL,Farm Products,Consumer Defensive,,0.455,,,,-4.090909,3791.0,770547584.0,NOK,706812160.0,-1.11138,0.429,12.587413,-3.22,-1.32,3632000.0,0.033,111858000.0,27698000.0,0.25,-0.080860004,-0.43585,10038000.0,-0.83002
THEON INTERNATIONAL PLC,CY0200751713,Euronext Amsterdam,Compartment B,Cyprus,THEON.AS,Aerospace & Defense,Industrials,,,1.35,,25.612246,17.51289,201498.0,1795501056.0,EUR,1715895808.0,0.19703,3.443,7.290154,0.98,,157004416.0,2.231,95476808.0,367406624.0,5.307,0.16256,0.33128,115097784.0,0.25248
THERACLION,FR0010120402,Euronext Growth Paris,Euronext Growth,France,ALTHE.PA,Medical Devices,Healthcare,,-0.154,,,,6.3999996,143420.0,30540160.0,EUR,33019466.0,0.0,-0.0,,-0.1,0.1,4171440.0,0.09,7582158.0,830209.0,0.018,-0.28291,-2.03904,-3826328.0,-2.94945
THERANEXUS,FR0013286259,Euronext Growth Paris,Euronext Growth,France,ALTHX.PA,Biotechnology,Healthcare,,1.83,,,,-1.3858695,93785.0,21688770.0,EUR,23672850.0,-0.77305,-0.194,-13.144329,-0.22,-1.84,966589.0,0.113,2871239.0,2283377.0,0.267,-0.29907,-6.25239,-333550.0,-34.25489
THERMADOR GROUPE,FR0013333432,Euronext Paris,Compartment B,France,THEP.PA,Industrial Distribution,Industrials,,0.806,2.63,2.48,18.287037,13.435374,881.0,726320448.0,EUR,707856320.0,0.08486,41.846,1.8878746,4.32,5.88,63066000.0,6.877,46436000.0,491032000.0,53.631,0.06454,0.11125,179628992.0,0.11566
THOR MEDICAL ASA,NO0010597883,Oslo Bors,Compartment C,Norway,TRMED.OL,Biotechnology,Healthcare,10.0,-0.144,,,,,1860638.0,917763520.0,NOK,694810176.0,0.0,1.202,2.1630614,-0.18,,123389000.0,0.392,737000.0,,,-0.07369,-0.13859999,,0.0
TINC,BE0974282148,Euronext Brussels,Compartment B,Belgium,TINC.BR,Asset Management,Financial Services,,0.167,5.51,4.04,8.973452,10.562501,9722.0,491635904.0,EUR,374737664.0,0.59199,13.927,0.7280822,1.13,0.96,889611.0,0.024,6900000.0,71776680.0,1.974,0.080299996,0.0849,71776680.0,0.91703004
TINEXTA,IT0005037210,Euronext Milan,Compartment B,Italy,TNXT.MI,Information Technology Services,Technology,6.0,1.064,2.06,1.73,39.378376,15.836956,488735.0,668643520.0,EUR,1021020864.0,0.03532,8.362,1.742406,0.37,0.92,65808000.0,1.434,369724992.0,487652992.0,10.628,0.02819,0.055180002,117881000.0,0.024149999
Titan N.V.,NL0010389508,Euronext Amsterdam,Compartment C,Netherlands,TJH7.AS,,,,,,,,,,,,,,,,,,,,,,,,,,
